Easy,DaniLeigh Featuring Chris Brown
Expression,Salt-N-Pepa
Bar At The End Of The World,Kenny Chesney
Make It Right,BTS Featuring Lauv
Nights Like This,Future & Metro Boomin
When You Wish Upon A Star,Dion & The Belmonts
Soul Deep,The Box Tops
Don't Lose Any Sleep,John Waite
She's Not You,Elvis Presley With The Jordanaires
Ain't Leavin Without You,Jaheim
The Whole World Is A Stage,The Fantastic Four
The More I See You,Chris Montez
Walking In Memphis,Marc Cohn
Jukin,Atlanta Rhythm Section
Back Together Again,Daryl Hall John Oates
Hole In The Bottle,Kelsea Ballerini
P2,Lil Uzi Vert
The Boogaloo Party,The Flamingos
360 Degrees (What Goes Around),Grand Puba
Be My Lady,The Meters
Miss California,Dante Thomas Featuring Pras
Country Song,Seether
Whatever She's Got,David Nail
American Idiot,Green Day
Ready Set Roll,Chase Rice
Alive,Sia
Enamorado,Keith Colley
#1,Nelly
Livin' It Up,Ja Rule Featuring Case
I'm The Lonely One,Cliff Richard
Goin' Out Of My Head,Little Anthony And The Imperials
Little Bitty Pretty One,Jackson 5
"The Bluebird, The Buzzard & The Oriole",Bobby Day
Never Knew Love Like This Before,Stephanie Mills
A Rose Is Still A Rose,Aretha Franklin
Roland The Roadie And Gertrude The Groupie,Dr. Hook And The Medicine Show
No Mercy,Ty Herndon
The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber Featuring Usher
Anthem,Wayne Newton
Pretty Little Poison,Warren Zeiders
It Was A Very Good Year,Frank Sinatra
I Had A Talk With My Man,Mitty Collier
Caught A Lite Sneeze,Tori Amos
Beep Beep,The Playmates
Original Sin,INXS
Wait For Me,The Playmates
Eleven,Khalid
One Hit (To The Body),The Rolling Stones
Girl (You Captivate Me),? (Question Mark) & The Mysterians
Mexican Radio,Wall Of Voodoo
Sick Of Myself,Matthew Sweet
Outside My Window,Stevie Wonder
How Can I Refuse,Heart
Over The Rainbow,Gary Tanner
Don't Rush,Young T & Bugsey Featuring Headie One
Love On My Mind,Xscape
Aqui Te Espero,Ivan Cornejo
I'll Fall In Love Again,Sammy Hagar
"Let's Go Through The Motions (From ""Who's The Man?"")",Jodeci
That's The Way Of The World,"Earth, Wind & Fire"
Wild Weekend,The Rebels
Almost Home,Craig Morgan
Little Things Mean A Lot,Joni James
Ain't No Rest For The Wicked,Cage The Elephant
Pretty Boy Swag,Soulja Boy Tell'em
Waiting On The World To Change,John Mayer
I Like The Way,Tommy James And The Shondells
Ignorance,Paramore
The Closer You Get,Alabama
Proud Mary,Creedence Clearwater Revival
California Dreamin',The Beach Boys
Vibin',Boyz II Men
Brighter Than The Sun,Colbie Caillat
Lavender Haze,Taylor Swift
Shut Up My Moms Calling,Hotel Ugly
One Man's Leftovers (Is Another Man's Feast),100 Proof Aged in Soul
Baby I Love You,Aretha Franklin
Florida!!!,Taylor Swift Featuring Florence + The Machine
More Love,Kim Carnes
Let's Ride,The Game
Keeping Our Love Alive,Henry Paul Band
The Bitch Is Back,Elton John
Hallelujah,Jordan Smith
We Back,Jason Aldean
Snitches Ain't...,"YG Featuring Tyga, Snoop Dogg & Nipsey Hussle"
Time For Miracles,Adam Lambert
Boyz-N-The Hood,Eazy-E
All I Ever Need Is You,Sonny & Cher
Dolly,Lil Tecca & Lil Uzi Vert
She Will,Lil Wayne Featuring Drake
The Message,Grandmaster Flash
Thinking About You,Norah Jones
Come An' Get Yourself Some,Leon Haywood
Union Man,Cate Bros.
Feel This Moment,Pitbull Featuring Christina Aguilera
Infinity,One Direction
When I Was Your Man,Chris Jamison
Strap Me In,The Cars
Come With Me,Puff Daddy Featuring Jimmy Page
Dance Again,Jennifer Lopez Featuring Pitbull
Lock It Up,Eminem Featuring Anderson .Paak
Steel Men,Jimmy Dean
You Can Do Magic,Limmie & Family Cookin'
On The Beach,Frank Chacksfield And His Orch.
Gimme Your Money Please,Bachman-Turner Overdrive
Young N Dumb,Polo G
You Talk Too Much,Frankie Ford
Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson
I Like To Move It,Reel 2 Real Featuring The Mad Stuntman
Lo Vas A Olvidar,Billie Eilish & ROSALIA
That's What Love Is Made Of,The Miracles
Love Scars 3,Trippie Redd
New Year's Day,U2
These Are Days,"10,000 Maniacs"
Seek & Destroy,SZA
Teddy Bear,G-Wiz
Good Time Sally,Rare Earth
My Humps,The Black Eyed Peas
It Must Be Him,Vikki Carr
Just Us,DJ Khaled Featuring SZA
"My Fantasy (From ""Do The Right Thing"")",Teddy Riley Featuring Guy
Cash Shit,Megan Thee Stallion Featuring DaBaby
Put It On Ya,Plies Featuring Chris J
Somebody Else Will,Justin Moore
Without You In My Life,Tyrone Davis
Take A Walk,Passion Pit
Memories Of Maria,Jerry Byrd
Shout Out To My Ex,Little Mix
Victim Of The Ghetto,The College Boyz
Broken Land,The Adventures
A Shoulder To Cry On,Tommy Page
Free And Easy (Down The Road I Go),Dierks Bentley
Wagon Wheel,Darius Rucker
Somewhere,Len Barry
I Looked At Heaven,Tommy Edwards
Dry Your Eyes,Brenda & The Tabulations
This Is All I Ask,Burl Ives
The Rains Came,Sir Douglas Quintet
This One's For The Children,New Kids On The Block
Daydream Believer,The Monkees
Mary Jane's Last Dance,Tom Petty And The Heartbreakers
What Do You Want With Me,Chad & Jeremy
Drop It Low,Ester Dean Featuring Chris Brown
What About Us,P!nk
Mockingbird,Eminem
Perfect Situation,Weezer
What Would Meek Do?,Pusha T Featuring Kanye West
Somebody To Love,George Michael & Queen
Morning Girl,The Neon Philharmonic
Sexual Healing,Marvin Gaye
Country Sunshine,Dottie West
Misery,Soul Asylum
Goodnight My Love,The Fleetwoods
It's Everyday Bro,Jake Paul Featuring Team 10
Silly Ol' Summertime,The New Christy Minstrels
In My Life,Juvenile Featuring Mannie Fresh
Are We Cuttin',Pastor Troy Featuring Ms. Jade
Let 'em In,Wings
Gunpowder And Lead,Miranda Lambert
Hang Fire,The Rolling Stones
Now You Know,Little Willie John
You Ain't Never Been Loved (Like I'm Gonna Love You),Jessi Colter
Darling Be Home Soon,The Lovin' Spoonful
So Good,B.o.B
Stuntin' Like My Daddy,Birdman & Lil Wayne
LoveHate Thing,Wale Featuring Sam Dew
Heart Of Stone,Cher
Let Him Go,Animotion
Use It Up And Wear It Out,Pat & Mick
Whiskey And Rain,Michael Ray
So What,Bill Black's Combo
Distant Shores,Chad & Jeremy
Raise Your Weapon,deadmau5 Featuring Greta Svabo Bech
Follow Your Heart,Triumph
Enchanted,The Platters
Once In A Lifetime,Keith Urban
A Long Walk,Jill Scott
Hallelujah,Kate Voegele
Why Don't You Believe Me,The Duprees featuring Joey Vann
Tear The Roof Off The Sucker (Give Up The Funk),Parliament
Should've Been A Cowboy,Toby Keith
I Don't Wanna See You,Michael Morales
Te Quiero,Flex
Look At That Cadillac,Stray Cats
Supernova,Liz Phair
Bicycle Race/Fat Bottomed Girls,Queen
It All Comes Out In The Wash,Miranda Lambert
Ain't She Sweet,The Beatles
Whirly Girl,Oxo
Now And Forever (You And Me),Anne Murray
Don't Walk Away,Robert Tepper
Nothing Succeeds Like Success,Bill Deal & The Rhondels
How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo
Cried Like A Baby,Bobby Sherman
Music Eyes,Heartsfield
Out Last Night,Kenny Chesney
A World Of Our Own,The Seekers
Don Quichotte,Magazine 60
Hit Different,SZA Featuring Ty Dolla $ign
The People Tree,"Sammy Davis, Jr. with The Mike Curb Congregation"
Ass Like That,Eminem
Run To Him,Bobby Vee
More,Trace Adkins
Like To Get To Know You Well,Howard Jones
What Hurts The Most,Cascada
Don't Talk To Strangers,Rick Springfield
Tom's Diner,AnnenMayKantereit & Giant Rooks
Wings,Little Mix
Hyperactive,Thomas Dolby
Closer To Fine,Indigo Girls
You're Not Sorry,Taylor Swift
All That I Can Say,Mary J. Blige
Still Po' Pimpin',Do Or Die Featuring Johnny P & Twista
Girl Like Me,Black Eyed Peas X Shakira
Shower Me With Your Love,Surface
Banking On Me,Gunna
(Today I Met) The Boy I'm Gonna Marry,Darlene Love
Anything,Eric Burdon & The Animals
Reality,Kenny Chesney
Misty,Lloyd Price
Discipline Of Love,Robert Palmer
Bumble Bee,The Searchers
Billy - Don't Be A Hero,Paper Lace
Dueling Banjos,Deliverance/Eric Weissberg & Steve Mandell
Glad All Over,The Dave Clark Five
Bombs Away,Bob Weir
Hillbilly Bone,Blake Shelton Featuring Trace Adkins
Be Good To Me,Ashley Tisdale
Kid Charlemagne,Steely Dan
Fire,The Crazy World Of Arthur Brown
When Love Has Gone Away,Richard Cocciante
Train In Vain (Stand By Me),The Clash
Money In The Grave,Drake Featuring Rick Ross
Sparkle And Shine,The Clique
Head To Toe,Lisa Lisa And Cult Jam
Soul Kiss,Olivia Newton-John
Love Story/Interlude,Rod Wave
Never Wanted To Be That Girl,Carly Pearce & Ashley McBryde
Delta Dawn,Helen Reddy
Got To Get You Off My Mind,Solomon Burke
No Pigeons,Sporty Thievz Featuring Mr. Woods
It Girl,Jason Derulo
Prisoner's Song,Warren Storm
All I Want For Christmas Is You,Michael Buble
Shake That Sh**,Shawnna Featuring Ludacris
The End Is Not In Sight (the Cowboy Tune),Amazing Rhythm Aces
Museum,Herman's Hermits
Axel F,Crazy Frog
(You're) Having My Baby,Paul Anka with Odia Coates
Hold My Hand,Michael Jackson Duet With Akon
Sex (I'm A...),Berlin
Stubborn Love,The Lumineers
Ch Ch Cherie,The Johnny Average Band Featuring Nikki Wills
Come Thru,Summer Walker & Usher
Black Night,Bobby Bland
Mr. President,Dickie Goodman
Off My Face,Justin Bieber
Cindy's Birthday,Johnny Crawford
Gotta Tell You,Samantha Mumba
Still On Your Side,BBMak
Uncle John's Band,The Grateful Dead
Citizen/Soldier,3 Doors Down
Don't Misunderstand Me,Rossington Collins Band
Raised On Robbery,Joni Mitchell
Made You Look,Nas
I'll Take You Home,The Drifters
"Baby, Baby, Baby",Sam Cooke
One On One,Daryl Hall John Oates
How Can I Fall?,Breathe
Rock Me Baby,B.B. King
Biggest Alley Oop,Quavo
It's The Same Old Song,Four Tops
I Lost On Jeopardy,"""Weird Al"" Yankovic"
Gracias Por Nada,Bad Bunny
My Boy,Richard Harris
Hide And Seek,Pajama Party
Vulnerable,Secondhand Serenade
Son Of Sagittarius,Eddie Kendricks
Sorry Suzanne,The Hollies
"Living A Little, Laughing A Little",The Spinners
Chills And Fever,Ronnie Love And His Orchestra
Just Another Night,Mick Jagger
Sweet Dreams,Don Gibson
"Bad, Bad Billy",Snuff
"Dance, Dance, Dance",Joey Dee
Whiskey In My Water,Tyler Farr
You're Nobody 'til Somebody Loves You,Dinah Washington
Immortals,Fall Out Boy
All Right,Christopher Cross
I'm So Proud,The Impressions
Mame,Bobby Darin
Reach,Gloria Estefan
Shake It,"Kay Flock, Cardi B, Dougie B & Bory300"
Artificial Flowers,Bobby Darin
I Fooled You This Time,Gene Chandler
Hats Off,"Lil Baby, Lil Durk & Travis Scott"
She's Got Love,Thomas & Richard Frost
There'll Come A Time,Betty Everett
You Should'a Treated Me Right,Ike & Tina Turner
Foe Life,Mack 10
Love Came To Me,Dion
Stacy's Mom,Fountains Of Wayne
"Baby, I Love You",The Ronettes
It's-A-Happening,The Magic Mushrooms
Hold On! I'm A Comin',Sam & Dave
Scream,Usher
AA,Walker Hayes
Whatcha See Is Whatcha Get,The Dramatics
Only Love Can Break A Heart,Margaret Whiting
"Thank U, Next",Ariana Grande
Tip-Toe Thru' The Tulips With Me,Tiny Tim
When I'm Gone,Alesso / Katy Perry
Got To Have Loving,Don Ray
"Midnight Special, Part 1",Jimmy Smith
Life Ain't Always Beautiful,Gary Allan
Runnin',"2Pac, Notorious B.I.G., Radio, Dramacydal & Stretch"
Good Hearted Woman,Waylon & Willie
Can't Stop Falling Into Love,Cheap Trick
Shangri-La,Robert Maxwell His Harp And Orchestra
Desiderata,Les Crane
Highway Don't Care,Tim McGraw With Taylor Swift
Victory Lap,Nipsey Hussle Featuring Stacy Barthe
Afterglow,Taylor Swift
Hocus Pocus,Focus
Still The One,Orleans
I Can't Stop Loving You,Ray Charles
Smile,Lonestar
If You're Ready (Come Go With Me),The Staple Singers
Dance Across The Floor,"Jimmy ""Bo"" Horne"
Pipeline,Chantay's
People Everyday,Arrested Development
It's A Miracle,Barry Manilow
Do You Know The Way To San José,Dionne Warwick
Time Is Tight,Booker T. & The MG's
Triggered,Jhene Aiko
This D.J.,Warren G
Armageddon It,Def Leppard
Move This,Technotronic Featuring Ya Kid K
Nobody,Dylan Scott
Method Man,Wu-Tang Clan
Kiss And Tell,The Breakfast Club
Gotta Serve Somebody,Bob Dylan
Ghetto,Akon
Say Something,A Great Big World & Christina Aguilera
PYD,Justin Bieber Featuring R. Kelly
The Guns Of Navarone,Joe Reisman Orch. & Chorus
Rose's Turn,Glee Cast
Ain't No Way To Treat A Lady,Helen Reddy
Respect,Aretha Franklin
I Don't Think That Man Should Sleep Alone,Ray Parker Jr.
The River Of Dreams,Billy Joel
Wildflower,The JaneDear Girls
Ling-Ting-Tong,Buddy Knox
Wasted,Carrie Underwood
New Orleans,Eddie Hodges
Just Gettin' Started,Jason Aldean
The Boys Of Summer,Don Henley
Battle Scars,Lupe Fiasco & Guy Sebastian
The Funky Judge,Bull & The Matadors
A Question Of Temperature,The Balloon Farm
Boom! There She Was,Scritti Politti Featuring Roger
Spanish Eyes,Al Martino
Can't Stop This Thing We Started,Bryan Adams
20/20,George Benson
King Of The Road,Roger Miller
Careful,NF & Cordae
Almost Hear You Sigh,The Rolling Stones
Beach Party,Dave York and The Beachcombers
Good Enough,Bobby Brown
Let's Think About Living,Bob Luman
Crackin Up,Bo Diddley
When The Boys Get Together,Joanie Sommers
Driftwood,The Moody Blues
Cry Cry Cry,Bobby Bland
Mother-In-Law,Ernie K-Doe
Let Me Talk,"Earth, Wind & Fire"
Delta Dirt,Larry Gatlin
Nothin' Better To Do,LeAnn Rimes
Bass Down Low,Dev Featuring The Cataracs
Theme From Love Story,Francis Lai And His Orchestra
Like A Child,Julie Rogers
Spiders & Snakes,Jim Stafford
"The Theme From ""A Summer Place""",Percy Faith And His Orchestra
Something Better To Do,Olivia Newton-John
I'm Gonna Make You Mine,Lou Christie
It Takes Two,Marvin Gaye & Kim Weston
Secret Love,"Richard ""Groove"" Holmes"
I Just Called To Say I Love You,Stevie Wonder
ESPN Presents The Jock Jam,Various Artists
The Mosquito,The Doors
Nuttin' But Love,Heavy D & The Boyz
Whole Lotta Love,C.C.S.
Only The Lonely (Have A Reason To Be Sad),La Flavour
If I Could Turn Back Time,Cher
Japan,Famous Dex
Did You Wrong,Pleasure P
Crash,Gwen Stefani
Don't Fence Me In,Tommy Edwards
Use Your Heart,SWV
Mutual Surrender (What A Wonderful World),Bourgeois Tagg
Start The Commotion,The Wiseguys
Cover Me,Percy Sledge
You Were Always There,Donna Fargo
"Wishes (From ""Kazaam"")",Nathan Morris
I'll Never Break Your Heart,Backstreet Boys
The Bells Are Ringing,The Van Dykes
Bright Lights Big City,Jimmy Reed
You Are,Lionel Richie
Spring Love,The Cover Girls
Full Moon,Brandy
Yesterday's Songs,Neil Diamond
What About Me,Lil Wayne Featuring Sosamann
Only You Can,Fox
When I Fall In Love,The Lettermen
99 Worlds,Peter Wolf
Lonesome Whistle Blues,Freddy King
Kay,"John Wesley Ryles, I"
Life Is Good,Future Featuring Drake
Holy Smokes,Trippie Redd Featuring Lil Uzi Vert
Give Me The Night,George Benson
Memphis Train,Buddy Miles Express
She's A Woman,The Beatles
Secretary,Betty Wright
Don't Do Me,Randy Bell
Take My Love (I Want To Give It All To You),Little Willie John
Carpet Man,The 5th Dimension
I Wonder (If Your Love Will Ever Belong To Me),The Pentagons
Slow Dance In A Parking Lot,Jordan Davis
Make It Clap,Busta Rhymes Featuring Spliff Star
We're All Playing In The Same Band,Bert Sommer
You Can Make History (Young Again),Elton John
A Different Corner,George Michael
Sprinkle Me,E-40 (Featuring Suga T)
I Need You,The Pointer Sisters
Pepino's Friend Pasqual (The Italian Pussy-Cat),Lou Monte
"Walk Like A Man (From ""A Fine Mess"")",Mary Jane Girls
Unforgettable,French Montana Featuring Swae Lee
As She's Walking Away,Zac Brown Band Featuring Alan Jackson
Love You,Jack Ingram
Juice (Know The Ledge),Eric B. & Rakim
Not The Lovin' Kind,"Dino, Desi & Billy"
Saw A New Morning,Bee Gees
Little Town Flirt,Del Shannon
Teen Angel,Mark Dinning
La La La (If I Had You),Bobby Sherman
Do You Love Me,Andy Fraser
Deep River Woman,Lionel Richie
"Hey, Mr. Sax Man",Boots Randolph
Love Me Harder,Ariana Grande & The Weeknd
What's Happened To Blue Eyes/You Ain't Never Been Loved (Like I'm Gonna Lov,Jessi Colter
On God,Kanye West
Blood Is Thicker Than Water,William DeVaughn
Silver Bird,Mark Lindsay
Twerkulator,City Girls
Sloop John B,The Beach Boys
Remind Me,Brad Paisley Duet With Carrie Underwood
I'll See You In My Dreams,Giant
Country Side Of Life,Wet Willie
Ginnie Bell,Paul Dino
It Hurts To Be In Love,Dan Hartman
Another Dumb Blonde,Hoku
Orange Blossom Special,Billy Vaughn And His Orchestra
I Want Candy,The Strangeloves
If I Lost You,Travis Tritt
Imagination,Xymox
It's My Life,The Animals
Kelly Price,Migos Featuring Travis Scott
Me Gusta,Anitta Featuring Cardi B & Myke Towers
El Verdadero Amor Perdona,Mana Featuring Prince Royce
Papa Don't Preach,Kelly Osbourne
Stealer,Free
A Letter To An Angel,Jimmy Clanton
Back To Black,Glee Cast
Get Like Me,David Banner Featuring Chris Brown
Second Avenue,Tim Moore
Heaven's Just A Sin Away,The Kendalls
Somebody Save Me,Cinderella
Ashes By Now,Lee Ann Womack
True,Spandau Ballet
444+222,Lil Uzi Vert
Say You,Ronnie Dove
Hell Breaks Loose,Eminem Featuring Dr. Dre
Best Friends,The Weeknd
I Write The Songs,Barry Manilow
I Feel Pretty / Unpretty,Glee Cast
"Mercy, Mercy, Mercy",Phoebe Snow
"Ma, I Don't Love Her",Clipse Featuring Faith Evans
Love This Life,T.I.
Beatnik Fly,Johnny And The Hurricanes
Where Are You Going To My Love,The Brotherhood Of Man
Come Back To Earth,Mac Miller
Never Be Anyone Else But You,Ricky Nelson
The Heart Part 4,Kendrick Lamar
La Pachanga,Audrey Arno And The Hazy Osterwald Sextet
I.o.u.,Lee Greenwood
Peter,Taylor Swift
The Last Time (Taylor's Version),Taylor Swift Featuring Gary Lightbody Of Snow Patrol
Message From Maria,Joe Simon
Summer Wine,Nancy Sinatra with Lee Hazlewood
Tell Her No,The Zombies
Please Love Me Forever,Cathy Jean and The Roommates
Dinah Flo,Boz Scaggs
I'll Walk,Bucky Covington
Private Number,The Jets
Escape-ism (Part 1),James Brown
Goldmine,The Pointer Sisters
Stranger,Hilary Duff
Chasing Pavements,Adele
Jack Sparrow,The Lonely Island Featuring Michael Bolton
The Man That Turned My Mama On,Tanya Tucker
Morning After,Mar-Keys
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo
Feed Me Dope,Future
True Love,Kanye West & XXXTENTACION
Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne
Youngblood,5 Seconds Of Summer
Heartbreak (It's Hurtin' Me),Little Willie John
You Gotta Believe,Marky Mark & The Funky Bunch
"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand
Come And Get It,Badfinger
Percolatin',Willie Mitchell
Glycerine,Bush
I'd Lie For You (And That's The Truth),Meat Loaf
The Christmas Shoes,NewSong
Personality,Lloyd Price and His Orchestra
Rocky Mountain Music,Eddie Rabbitt
Would I Lie To You?,Eurythmics
Home Cookin,Jr. Walker & The All Stars
If You Go Away,Terry Jacks
We're In This Love Together,Al Jarreau
Misled,Celine Dion
Never Had A Lot To Lose,Cheap Trick
Boom! Shake The Room,Jazzy Jeff & The Fresh Prince
You Don't Own Me,Grace Featuring G-Eazy
I Can't Help It,Adam Wade
Raging Fire,Phillip Phillips
I Swear,All-4-One
Illusion,Dua Lipa
Back 2 Good,matchbox 20
Your Love (Means Everything to Me),Charles Wright And The Watts 103rd Street Rhythm Band
Darlin',The Beach Boys
I Wouldn't Have Missed It For The World,Ronnie Milsap
I Got You Babe,Etta James
Made In The USA,Demi Lovato
Sexy Eyes,Dr. Hook
Please Remember Me,Danielle Bradbery
Last Kiss,J. Frank Wilson and The Cavaliers
The Wonderful World Of The Young,Andy Williams
I Got 5 On It,Luniz
1-4-All-4-1,East Coast Family
I Told The Brook,Marty Robbins
Show Me Love,Robin S.
Don't Talk Just Kiss,Right Said Fred
I Guess I Just Feel Like,John Mayer
Down In Atlanta,Pharrell Williams & Travis Scott
"O-O, I Love You",The Dells
It Hurts Too Much,Eric Carmen
Pants On The Ground,General Larry Platt
I Can't Wait,Deniece Williams
She Only Smokes When She Drinks,Joe Nichols
Don't Go Away Mad (Just Go Away),Motley Crue
Lost Her In The Sun,John Stewart
Theme From The Sundowners,Felix Slatkin Orchestra and Chorus
She's A Troublemaker,The Majors
The Twist,Hank Ballard And The Midnighters
I Pray,Red Marlow
Suspicious Minds,Dee Dee Warwick
"Pinch Me (Baby, Convince Me)",Ohio Express
Oh Boy,Cam'Ron Featuring Juelz Santana
Every Beat Of My Heart,Crown Heights Affair
First Of May,Bee Gees
Walkin' In The Rain With The One I Love,Love Unlimited
Black Dog,Led Zeppelin
See You Again,Carrie Underwood
We Gotta Get You A Woman,Runt
Broken Clocks,SZA
Radioactive,The Firm
Homely Girl,The Chi-lites
My Boy Only Breaks His Favorite Toys,Taylor Swift
Teenager's Prayer,Joe Simon
"Find 'Em, Fool 'Em & Forget 'Em",Dobie Gray
Bring It On Home,Little Big Town
Wkrp In Cincinnati,Steve Carlisle
Why You Treat Me So Bad,Club Nouveau
Talkin' 2 Myself,Eminem Featuring Kobe
Gold,Spandau Ballet
I've Been Around,Fats Domino
Knock Three Times,Dawn
SexyBack,Justin Timberlake
Let's Play House,Tha Dogg Pound Featuring Michel'le
You Were Mine,Dixie Chicks
Without You,Nilsson
Seventh Son,Johnny Rivers
Make It Easy On Yourself,Dionne Warwick
You Were On My Mind,Crispian St. Peters
A Woman's Love,Alan Jackson
Orinoco Flow (Sail Away),Enya
Licence To Chill,Billy Ocean
Somewhere In Your Heart,Frank Sinatra
Release Me,Angelina
Promise,Romeo Santos Featuring Usher
Everyday People,Joan Jett & The Blackhearts
Pearly Shells (Popo O Ewa),Burl Ives
Whatever It Takes (To Make You Stay),Troop
Honey Love,R. Kelly & Public Announcement
I'd Love To Change The World,Ten Years After
LIFTED,CL
Hello,David Cook
Remember Diana,Paul Anka
You'll Never Find Another Love Like Mine,Lou Rawls
I Must Be Dreaming,Giuffria
Time,Lil Baby Featuring Meek Mill
(Every Time I Turn Around) Back In Love Again,LTD
Look At Us,Sarina Paris
The Proud One,Frankie Valli
"F*ck You, Goodbye",The Kid LAROI Featuring Machine Gun Kelly
Get It While You Can,Janis Joplin
Grapevyne,Brownstone
It Takes Time,The Marshall Tucker Band
Happy Birthday Blues,Kathy Young With The Innocents
I Wish I Wasn't,Heather Headley
Wolves,Selena Gomez X Marshmello
Ebb Tide,The Righteous Brothers
I'll Be Loving You (Forever),New Kids On The Block
Love Music,The Raiders
I Wish,Stevie Wonder
Mafia,Travis Scott
God Must Have Spent A Little More Time On You,Alabama Featuring 'N Sync
I Could Use A Love Song,Maren Morris
Possession,Sarah McLachlan
Sweet Sensual Love,Big Mountain
All,James Darren
Light Your A** On Fire,Busta Rhymes
I Can't Get Over You,Brooks & Dunn
Born To Fly,Danielle Bradbery
My Ex's Best Friend,Machine Gun Kelly X blackbear
I Don't Know What It Is,The Bluenotes
All In,Lil Baby
The Rubberband Man,The Spinners
Nobody's Baby Again,Dean Martin
"Jeeps, Lex Coups, Bimaz & Benz",Lost Boyz
I'm Coming Home,Stories
I'll Take Care Of You,Bobby Bland
You're A Friend Of Mine,Clarence Clemons & Jackson Browne
Nico And The Niners,twenty one pilots
We Are Family,Sister Sledge
Just Dance,Lady Gaga Featuring Colby O'Donis
My Love Is A Fire,Donny Osmond
Dangerous,Meek Mill Featuring Jeremih & PnB Rock
Colour Of Love,Amber
Stay The Night,IMx
Moving Mountains,Usher
With You,Drake Featuring PARTYNEXTDOOR
Just For Tonight,Vanessa Williams
I Like Dat,T-Pain & Kehlani
Nothin' On You,B.o.B Featuring Bruno Mars
Let Me Hold You,Bow Wow Featuring Omarion
Everybody Plays The Fool,The Main Ingredient
Less Than Zero,The Weeknd
Wine Into Whiskey,Tucker Wetmore
Send Me The Pillow You Dream On,Dean Martin
The Night Owls,Little River Band
That's Life,David Lee Roth
Never Been Any Reason,Head East
Baby It's Cold Outside,Idina Menzel Duet With Michael Buble
Light Of A Clear Blue Morning,Dolly Parton
Bullwhip Rock,Cyclones
Love Again,Dua Lipa
Tra La La La La,Ike & Tina Turner
Ain't No Love In The Heart Of The City,Bobby Bland
All Of You,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast"
Hey Luv (Anything),Mobb Deep Featuring 112
Superwoman (Where Were You When I Needed You),Stevie Wonder
I See Your Smile,Gloria Estefan
Fly / I Believe I Can Fly,Glee Cast
I'm Leaving It Up To You,Dale & Grace
Cars Bring Me Out,Young Thug Featuring Future
River Road,Uncle Dog
Stupid Girl,Garbage
I'm Gonna Miss You,Kenny Loggins
Scream/Childhood,Michael Jackson & Janet Jackson
Eyes That See In The Dark,Kenny Rogers
Train Called Freedom,South Shore Commission
"Baby, Baby Don't Cry",Smokey Robinson & The Miracles
A Little Too Much,Clarence Henry
Trippin',Total Featuring Missy Elliott
Promises,Barbra Streisand
I Can Remember,James & Bobby Purify
Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price
I Saw God Today,George Strait
Won't Be Late,Swae Lee Featuring Drake
Passion,K5
Stay And Love Me All Summer,Brian Hyland
She Had Me At Heads Carolina,Cole Swindell
Don't You Want Me,Jody Watley
Broomstick Cowboy,Bobby Goldsboro
True Blue,Madonna
Turn My Swag On,Soulja Boy Tell'em
Die In Your Arms,Justin Bieber
You Can't Run From Love,Eddie Rabbitt
Kid On Christmas,Pentatonix Featuring Meghan Trainor
Snake Skin,Trippie Redd
I'll Say Forever My Love,Jimmy Ruffin
Tres Delinquentes,Delinquent Habits
You Gave Me A Mountain,Frankie Laine
Werewolf,Five Man Electrical Band
Show Me How You Burlesque,Christina Aguilera
I've Got A Lot To Learn About Love,The Storm
Bo$$,Fifth Harmony
Not For All The Money In The World,The Shirelles
Just Might (Make Me Believe),Sugarland
N 2 Deep,Drake Featuring Future
How Sweet It Is (To Be Loved By You),Jr. Walker & The All Stars
"Baby, Do The Philly Dog",The Olympics
Rebirth Of Slick (Cool Like Dat),Digable Planets
Blue Orchid,The White Stripes
He's So Fine,Jody Miller
When Something Is Wrong With My Baby,Sam & Dave
Lost Without Your Love,Bread
Dancing On My Own,Calum Scott
Jack & Diane,John Cougar
Sweet Soul Music,Arthur Conley
Get It On Tonite,Montell Jordan
"Lovely, Lovely (Loverly, Loverly)",Chubby Checker
Celebration,Kool & The Gang
How Much Love,Vixen
Walk On The Wild Side,Lou Reed
Pressure,Billy Joel
Things,Anne Murray
I'll Do For You Anything You Want Me To,Barry White
Jingle Bell Rock,Bobby Helms
Love For Free,Rell Featuring Jay-Z
I Love You So,Bobbi Martin
I Can't Stand To See You Cry,Smokey Robinson & The Miracles
Such A Sweet Thing,Mary Wells
Bent,matchbox twenty
The Taker,Waylon Jennings
Hello It's Me,Todd Rundgren
Real Love,Slaughter
Jimmy Mack,Martha & The Vandellas
On A Night Like This,Bob Dylan
Storybook Children,Billy Vera & Judy Clay
My Baby,Bow Wow Featuring Jagged Edge
Somebody's Heartbreak,Hunter Hayes
Pay You Back With Interest,The Hollies
